gender,event,medal,athlete,alpha_3,country,grp_id,type,year,guide,country_name,iso_n3,athlete_country
Men,Pentathlon P12,Gold,DELESALLE Jason,CAN,,,Athletics,1996,,Canada,124,DELESALLE Jason - CAN
Men,Pentathlon P12,Silver,VAN RAEFELGHEM Kurt,BEL,,,Athletics,1996,,Belgium,56,VAN RAEFELGHEM Kurt - BEL
Men,Pentathlon P12,Bronze,FARTUNAU Ihar,BLR,,,Athletics,1996,,Belarus,112,FARTUNAU Ihar - BLR
Men,Pentathlon P42,Gold,BEYER Horst,DEU,,,Athletics,1996,,Germany,276,BEYER Horst - DEU
Men,Pentathlon P42,Silver,MCGREGOR Kerrod,AUS,,,Athletics,1996,,Australia,36,MCGREGOR Kerrod - AUS
Men,Pentathlon P42,Bronze,MATHIASEN Jakob,DNK,,,Athletics,1996,,Denmark,208,MATHIASEN Jakob - DNK
Men,Pentathlon P44,Gold,KOLLY Urs,CHE,,,Athletics,1996,,Switzerland,756,KOLLY Urs - CHE
Men,Pentathlon P44,Silver,BOURGEOIS Thomas,USA,,,Athletics,1996,,United States of America,840,BOURGEOIS Thomas - USA
Men,Pentathlon P44,Bronze,COLLIER Douglas,USA,,,Athletics,1996,,United States of America,840,COLLIER Douglas - USA
Men,Pentathlon P53-57,Gold,NALIN Maurizio,ITA,,,Athletics,1996,,Italy,380,NALIN Maurizio - ITA
Men,Pentathlon P53-57,Silver,BALK Robert,USA,,,Athletics,1996,,United States of America,840,BALK Robert - USA
Men,Pentathlon P53-57,Bronze,DEETS Jerry,USA,,,Athletics,1996,,United States of America,840,DEETS Jerry - USA
Women,100 m T10,Gold,SANTAMARTA Purificacion,ESP,,,Athletics,1996,,Spain,724,SANTAMARTA Purificacion - ESP
Women,100 m T10,Silver,SANTOS Adria Rocha,BRA,,,Athletics,1996,,Brazil,76,SANTOS Adria Rocha - BRA
Women,100 m T10,Bronze,DIAZ Raquel,ESP,,,Athletics,1996,,Spain,724,DIAZ Raquel - ESP
Women,100 m T11,Gold,MENDOZA Beatriz,ESP,,,Athletics,1996,,Spain,724,MENDOZA Beatriz - ESP
Women,100 m T11,Silver,BRUNOTTE Claire,DEU,,,Athletics,1996,,Germany,276,BRUNOTTE Claire - DEU
Women,100 m T11,Bronze,ALVES Maria Jose,BRA,,,Athletics,1996,,Brazil,76,ALVES Maria Jose - BRA
Women,100 m T32-33,Gold,ARAI Noriko,JPN,,,Athletics,1996,,Japan,392,ARAI Noriko - JPN
Women,100 m T32-33,Silver,MASTANDREA Linda,USA,,,Athletics,1996,,United States of America,840,MASTANDREA Linda - USA
Women,100 m T32-33,Bronze,O'NEIL Sheila,USA,,,Athletics,1996,,United States of America,840,O'NEIL Sheila - USA
Women,100 m T34-35,Gold,INNES Caroline,GBR,,,Athletics,1996,,United Kingdom of Great Britain and Northern Ireland,826,INNES Caroline - GBR
Women,100 m T34-35,Silver,ALVAREZ Maria,ESP,,,Athletics,1996,,Spain,724,ALVAREZ Maria - ESP
Women,100 m T34-35,Bronze,TEUBNER Cornelia,DEU,,,Athletics,1996,,Germany,276,TEUBNER Cornelia - DEU
Women,100 m T36-37,Gold,WEBB Katrina,AUS,,,Athletics,1996,,Australia,36,WEBB Katrina - AUS
Women,100 m T36-37,Silver,FOERDER Isabelle,DEU,,,Athletics,1996,,Germany,276,FOERDER Isabelle - DEU
Women,100 m T36-37,Bronze,QUINN Alison,AUS,,,Athletics,1996,,Australia,36,QUINN Alison - AUS
Women,100 m T42-46,Gold,OJASTU Annely,EST,,,Athletics,1996,,Estonia,233,OJASTU Annely - EST
Women,100 m T42-46,Silver,SACHSE Jessica,DEU,,,Athletics,1996,,Germany,276,SACHSE Jessica - DEU
Women,100 m T42-46,Bronze,WINTERS Amy,AUS,,,Athletics,1996,,Australia,36,WINTERS Amy - AUS
Women,100 m T52,Gold,SHANNON Leann,USA,,,Athletics,1996,,United States of America,840,SHANNON Leann - USA
Women,100 m T52,Silver,GREY Tanni,GBR,,,Athletics,1996,,United Kingdom of Great Britain and Northern Ireland,826,GREY Tanni - GBR
Women,100 m T52,Bronze,BOURGONJE Colette,CAN,,,Athletics,1996,,Canada,124,BOURGONJE Colette - CAN
Women,100 m T53,Gold,PETITCLERC Chantal,CAN,,,Athletics,1996,,Canada,124,PETITCLERC Chantal - CAN
Women,100 m T53,Silver,BECERRA Cheri,USA,,,Athletics,1996,,United States of America,840,BECERRA Cheri - USA
Women,100 m T53,Bronze,JARVIS Nicola,GBR,,,Athletics,1996,,United Kingdom of Great Britain and Northern Ireland,826,JARVIS Nicola - GBR
Women,200 m T10,Gold,SANTAMARTA Purificacion,ESP,,,Athletics,1996,,Spain,724,SANTAMARTA Purificacion - ESP
Women,200 m T10,Silver,SANTOS Adria Rocha,BRA,,,Athletics,1996,,Brazil,76,SANTOS Adria Rocha - BRA
Women,200 m T10,Bronze,LIGORIO Maria,ITA,,,Athletics,1996,,Italy,380,LIGORIO Maria - ITA
Women,200 m T11,Gold,MENDOZA Beatriz,ESP,,,Athletics,1996,,Spain,724,MENDOZA Beatriz - ESP
Women,200 m T11,Silver,BRUNOTTE Claire,DEU,,,Athletics,1996,,Germany,276,BRUNOTTE Claire - DEU
Women,200 m T11,Bronze,ALVES Maria Jose,BRA,,,Athletics,1996,,Brazil,76,ALVES Maria Jose - BRA
Women,200 m T32-33,Gold,MASTANDREA Linda,USA,,,Athletics,1996,,United States of America,840,MASTANDREA Linda - USA
Women,200 m T32-33,Silver,ARAI Noriko,JPN,,,Athletics,1996,,Japan,392,ARAI Noriko - JPN
Women,200 m T32-33,Bronze,RICE Mary,IRL,,,Athletics,1996,,Ireland,372,RICE Mary - IRL
Women,200 m T34-37,Gold,WEBB Katrina,AUS,,,Athletics,1996,,Australia,36,WEBB Katrina - AUS
Women,200 m T34-37,Silver,FOERDER Isabelle,DEU,,,Athletics,1996,,Germany,276,FOERDER Isabelle - DEU
Women,200 m T34-37,Bronze,MARTINEZ Alicia,ESP,,,Athletics,1996,,Spain,724,MARTINEZ Alicia - ESP
Women,200 m T42-46,Gold,WINTERS Amy,AUS,,,Athletics,1996,,Australia,36,WINTERS Amy - AUS
Women,200 m T42-46,Silver,OJASTU Annely,EST,,,Athletics,1996,,Estonia,233,OJASTU Annely - EST
Women,200 m T42-46,Bronze,LEANTSIUK Iryna,BLR,,,Athletics,1996,,Belarus,112,LEANTSIUK Iryna - BLR
Women,200 m T51,Gold,SMITH Cristeen,NZL,,,Athletics,1996,,New Zealand,554,SMITH Cristeen - NZL
Women,200 m T51,Silver,TORRES Leticia,MEX,,,Athletics,1996,,Mexico,484,TORRES Leticia - MEX
Women,200 m T51,Bronze,GREUTER Ursina,CHE,,,Athletics,1996,,Switzerland,756,GREUTER Ursina - CHE
Women,200 m T52,Gold,SHANNON Leann,USA,,,Athletics,1996,,United States of America,840,SHANNON Leann - USA
Women,200 m T52,Silver,GREY Tanni,GBR,,,Athletics,1996,,United Kingdom of Great Britain and Northern Ireland,826,GREY Tanni - GBR
Women,200 m T52,Bronze,BOURGONJE Colette,CAN,,,Athletics,1996,,Canada,124,BOURGONJE Colette - CAN
Women,200 m T53,Gold,PETITCLERC Chantal,CAN,,,Athletics,1996,,Canada,124,PETITCLERC Chantal - CAN
Women,200 m T53,Silver,BECERRA Cheri,USA,,,Athletics,1996,,United States of America,840,BECERRA Cheri - USA
Women,200 m T53,Bronze,JARVIS Nicola,GBR,,,Athletics,1996,,United Kingdom of Great Britain and Northern Ireland,826,JARVIS Nicola - GBR
Women,200 m MH,Gold,RACKHAM Sharon,AUS,,,Athletics,1996,,Australia,36,RACKHAM Sharon - AUS
Women,200 m MH,Silver,MELESKO Tracey,CAN,,,Athletics,1996,,Canada,124,MELESKO Tracey - CAN
Women,200 m MH,Bronze,LLORENS Lisa,AUS,,,Athletics,1996,,Australia,36,LLORENS Lisa - AUS
Women,400 m T10,Gold,SANTAMARTA Purificacion,ESP,,,Athletics,1996,,Spain,724,SANTAMARTA Purificacion - ESP
Women,400 m T10,Silver,SANTOS Adria Rocha,BRA,,,Athletics,1996,,Brazil,76,SANTOS Adria Rocha - BRA
Women,400 m T10,Bronze,LIGORIO Maria,ITA,,,Athletics,1996,,Italy,380,LIGORIO Maria - ITA
Women,400 m T11,Gold,BATALOVA Rima,RUS,,,Athletics,1996,,Russian Federation,643,BATALOVA Rima - RUS
Women,400 m T11,Silver,ORTEGA Maria,ESP,,,Athletics,1996,,Spain,724,ORTEGA Maria - ESP
Women,400 m T11,Bronze,JDANOVA Elena,RUS,,,Athletics,1996,,Russian Federation,643,JDANOVA Elena - RUS
Women,400 m T51,Gold,GREUTER Ursina,CHE,,,Athletics,1996,,Switzerland,756,GREUTER Ursina - CHE
Women,400 m T51,Silver,WATERS Jean,USA,,,Athletics,1996,,United States of America,840,WATERS Jean - USA
Women,400 m T51,Bronze,TORRES Leticia,MEX,,,Athletics,1996,,Mexico,484,TORRES Leticia - MEX
Women,400 m T52,Gold,SHANNON Leann,USA,,,Athletics,1996,,United States of America,840,SHANNON Leann - USA
Women,400 m T52,Silver,GREY Tanni,GBR,,,Athletics,1996,,United Kingdom of Great Britain and Northern Ireland,826,GREY Tanni - GBR
Women,400 m T52,Bronze,VOGEL Joelle,FRA,,,Athletics,1996,,France,250,VOGEL Joelle - FRA
Women,400 m T53,Gold,SAUVAGE Louise,AUS,,,Athletics,1996,,Australia,36,SAUVAGE Louise - AUS
Women,400 m T53,Silver,PETITCLERC Chantal,CAN,,,Athletics,1996,,Canada,124,PETITCLERC Chantal - CAN
Women,400 m T53,Bronze,BECERRA Cheri,USA,,,Athletics,1996,,United States of America,840,BECERRA Cheri - USA
Women,800 m T10-11,Gold,BATALOVA Rima,RUS,,,Athletics,1996,,Russian Federation,643,BATALOVA Rima - RUS
Women,800 m T10-11,Silver,MEIER Claudia,DEU,,,Athletics,1996,,Germany,276,MEIER Claudia - DEU
Women,800 m T10-11,Bronze,MARKEVICIENE Sigita,LTU,,,Athletics,1996,,Lithuania,440,MARKEVICIENE Sigita - LTU
Women,800 m T51,Gold,TANAKA Teruyo,JPN,,,Athletics,1996,,Japan,392,TANAKA Teruyo - JPN
Women,800 m T51,Silver,SMITH Cristeen,NZL,,,Athletics,1996,,New Zealand,554,SMITH Cristeen - NZL
Women,800 m T51,Bronze,GREUTER Ursina,CHE,,,Athletics,1996,,Switzerland,756,GREUTER Ursina - CHE
Women,800 m T52,Gold,GREY Tanni,GBR,,,Athletics,1996,,United Kingdom of Great Britain and Northern Ireland,826,GREY Tanni - GBR
Women,800 m T52,Silver,SHANNON Leann,USA,,,Athletics,1996,,United States of America,840,SHANNON Leann - USA
Women,800 m T52,Bronze,WALTERS Ann,USA,,,Athletics,1996,,United States of America,840,WALTERS Ann - USA
Women,800 m T53,Gold,SAUVAGE Louise,AUS,,,Athletics,1996,,Australia,36,SAUVAGE Louise - AUS
Women,800 m T53,Silver,PETITCLERC Chantal,CAN,,,Athletics,1996,,Canada,124,PETITCLERC Chantal - CAN
Women,800 m T53,Bronze,BECERRA Cheri,USA,,,Athletics,1996,,United States of America,840,BECERRA Cheri - USA
Women,1500 m T10-11,Gold,BATALOVA Rima,RUS,,,Athletics,1996,,Russian Federation,643,BATALOVA Rima - RUS
Women,1500 m T10-11,Silver,MEIER Claudia,DEU,,,Athletics,1996,,Germany,276,MEIER Claudia - DEU
Women,1500 m T10-11,Bronze,MARKEVICIENE Sigita,LTU,,,Athletics,1996,,Lithuania,440,MARKEVICIENE Sigita - LTU
Women,1500 m T52-53,Gold,SAUVAGE Louise,AUS,,,Athletics,1996,,Australia,36,SAUVAGE Louise - AUS
Women,1500 m T52-53,Silver,PETITCLERC Chantal,CAN,,,Athletics,1996,,Canada,124,PETITCLERC Chantal - CAN
Women,1500 m T52-53,Bronze,DRISCOLL Jean,USA,,,Athletics,1996,,United States of America,840,DRISCOLL Jean - USA
Women,3000 m T10-11,Gold,BATALOVA Rima,RUS,,,Athletics,1996,,Russian Federation,643,BATALOVA Rima - RUS
Women,3000 m T10-11,Silver,MEIER Claudia,DEU,,,Athletics,1996,,Germany,276,MEIER Claudia - DEU
Women,3000 m T10-11,Bronze,MENEGHELLI Samanta,ITA,,,Athletics,1996,,Italy,380,MENEGHELLI Samanta - ITA
Women,5000 m T52-53,Gold,SAUVAGE Louise,AUS,,,Athletics,1996,,Australia,36,SAUVAGE Louise - AUS
Women,5000 m T52-53,Silver,DRISCOLL Jean,USA,,,Athletics,1996,,United States of America,840,DRISCOLL Jean - USA
Women,5000 m T52-53,Bronze,HATANAKA Kazu,JPN,,,Athletics,1996,,Japan,392,HATANAKA Kazu - JPN
Women,10000 m T52-53,Gold,DRISCOLL Jean,USA,,,Athletics,1996,,United States of America,840,DRISCOLL Jean - USA
Women,10000 m T52-53,Silver,HATANAKA Kazu,JPN,,,Athletics,1996,,Japan,392,HATANAKA Kazu - JPN
Women,10000 m T52-53,Bronze,ANGGRENY Lily,DEU,,,Athletics,1996,,Germany,276,ANGGRENY Lily - DEU
Women,Marathon T52-53,Gold,DRISCOLL Jean,USA,,,Athletics,1996,,United States of America,840,DRISCOLL Jean - USA
Women,Marathon T52-53,Silver,HATANAKA Kazu,JPN,,,Athletics,1996,,Japan,392,HATANAKA Kazu - JPN
Women,Marathon T52-53,Bronze,SODOMA Deanna,USA,,,Athletics,1996,,United States of America,840,SODOMA Deanna - USA
Women,Long Jump F10-11,Gold,AMO Magdalena,ESP,,,Athletics,1996,,Spain,724,AMO Magdalena - ESP
Women,Long Jump F10-11,Silver,LAZARO Rosalia,ESP,,,Athletics,1996,,Spain,724,LAZARO Rosalia - ESP
Women,Long Jump F10-11,Bronze,ORTIZ Purificacion,ESP,,,Athletics,1996,,Spain,724,ORTIZ Purificacion - ESP
Women,Long Jump F34-37,Gold,GRIGALIUNIENE Aldona,LTU,,,Athletics,1996,,Lithuania,440,GRIGALIUNIENE Aldona - LTU
Women,Long Jump F34-37,Silver,WEBB Katrina,AUS,,,Athletics,1996,,Australia,36,WEBB Katrina - AUS
Women,Long Jump F34-37,Bronze,STORCH Carmen,DEU,,,Athletics,1996,,Germany,276,STORCH Carmen - DEU
Women,Long Jump F42-46,Gold,LEANTSIUK Iryna,BLR,,,Athletics,1996,,Belarus,112,LEANTSIUK Iryna - BLR
Women,Long Jump F42-46,Silver,OJASTU Annely,EST,,,Athletics,1996,,Estonia,233,OJASTU Annely - EST
Women,Long Jump F42-46,Bronze,BASFORD Alice,GBR,,,Athletics,1996,,United Kingdom of Great Britain and Northern Ireland,826,BASFORD Alice - GBR
Women,Long Jump MH,Gold,LLORENS Lisa,AUS,,,Athletics,1996,,Australia,36,LLORENS Lisa - AUS
Women,Long Jump MH,Silver,MELESKO Tracey,CAN,,,Athletics,1996,,Canada,124,MELESKO Tracey - CAN
Women,Long Jump MH,Bronze,JUHKAM Malle,EST,,,Athletics,1996,,Estonia,233,JUHKAM Malle - EST
Women,Shot Put F10-11,Gold,XU Hong Yan,CHN,,,Athletics,1996,,China,156,XU Hong Yan - CHN
Women,Shot Put F10-11,Silver,WILLIS-ROBERTS Jodi,AUS,,,Athletics,1996,,Australia,36,WILLIS-ROBERTS Jodi - AUS
Women,Shot Put F10-11,Bronze,LJUBISIC Ljiljana,CAN,,,Athletics,1996,,Canada,124,LJUBISIC Ljiljana - CAN
Women,Shot Put F12,Gold,SIVAKOVA Tamara,BLR,,,Athletics,1996,,Belarus,112,SIVAKOVA Tamara - BLR
Women,Shot Put F12,Silver,RUNYAN Marla,USA,,,Athletics,1996,,United States of America,840,RUNYAN Marla - USA
Women,Shot Put F12,Bronze,LYNCH Bridie,IRL,,,Athletics,1996,,Ireland,372,LYNCH Bridie - IRL
Women,Shot Put F32-33,Gold,POHL Birgit,DEU,,,Athletics,1996,,Germany,276,POHL Birgit - DEU
Women,Shot Put F32-33,Silver,LAWTON Janice,GBR,,,Athletics,1996,,United Kingdom of Great Britain and Northern Ireland,826,LAWTON Janice - GBR
Women,Shot Put F32-33,Bronze,RICE Sharon,IRL,,,Athletics,1996,,Ireland,372,RICE Sharon - IRL
Women,Shot Put F41,Gold,BAUMGARDE Malda,LTU,,,Athletics,1996,,Lithuania,440,BAUMGARDE Malda - LTU
Women,Shot Put F41,Silver,ROSALES MONTIEL Catalina,MEX,,,Athletics,1996,,Mexico,484,ROSALES MONTIEL Catalina - MEX
Women,Shot Put F41,Bronze,BARRETT-CONDRON Grainne,IRL,,,Athletics,1996,,Ireland,372,BARRETT-CONDRON Grainne - IRL
Women,Shot Put F42-44/46,Gold,WU Hong Ping,CHN,,,Athletics,1996,,China,156,WU Hong Ping - CHN
Women,Shot Put F42-44/46,Silver,JAENICKE Britta,DEU,,,Athletics,1996,,Germany,276,JAENICKE Britta - DEU
Women,Shot Put F42-44/46,Bronze,BARRETT Jennifer,USA,,,Athletics,1996,,United States of America,840,BARRETT Jennifer - USA
Women,Shot Put F53-54,Gold,BUGGENHAGEN Marianne,DEU,,,Athletics,1996,,Germany,276,BUGGENHAGEN Marianne - DEU
Women,Shot Put F53-54,Silver,SCHWANGER Laura,USA,,,Athletics,1996,,United States of America,840,SCHWANGER Laura - USA
Women,Shot Put F53-54,Bronze,WILLING Martina,DEU,,,Athletics,1996,,Germany,276,WILLING Martina - DEU
Women,Shot Put F55-57,Gold,OMAR Mervat,EGY,,,Athletics,1996,,Egypt,818,OMAR Mervat - EGY
Women,Shot Put F55-57,Silver,ABDIN Zakia,EGY,,,Athletics,1996,,Egypt,818,ABDIN Zakia - EGY
Women,Shot Put F55-57,Bronze,ELKOUMY Sohir,EGY,,,Athletics,1996,,Egypt,818,ELKOUMY Sohir - EGY
Women,Discus Throw F10-11,Gold,BELISER Liiudys,CUB,,,Athletics,1996,,Cuba,192,BELISER Liiudys - CUB
Women,Discus Throw F10-11,Silver,XU Hong Yan,CHN,,,Athletics,1996,,China,156,XU Hong Yan - CHN
Women,Discus Throw F10-11,Bronze,LJUBISIC Ljiljana,CAN,,,Athletics,1996,,Canada,124,LJUBISIC Ljiljana - CAN
Women,Discus Throw F12,Gold,LYNCH Bridie,IRL,,,Athletics,1996,,Ireland,372,LYNCH Bridie - IRL
Women,Discus Throw F12,Silver,KNIGHT Courtney,CAN,,,Athletics,1996,,Canada,124,KNIGHT Courtney - CAN
Women,Discus Throw F12,Bronze,SIVAKOVA Tamara,BLR,,,Athletics,1996,,Belarus,112,SIVAKOVA Tamara - BLR
Women,Discus Throw F34-35,Gold,HYMAN Ellen,USA,,,Athletics,1996,,United States of America,840,HYMAN Ellen - USA
Women,Discus Throw F34-35,Silver,RODRIGUEZ Maria Angelica,ARG,,,Athletics,1996,,Argentina,32,RODRIGUEZ Maria Angelica - ARG
Women,Discus Throw F34-35,Bronze,HODGINS Kris,CAN,,,Athletics,1996,,Canada,124,HODGINS Kris - CAN
Women,Discus Throw F41,Gold,BAUMGARDE Malda,LTU,,,Athletics,1996,,Lithuania,440,BAUMGARDE Malda - LTU
Women,Discus Throw F41,Silver,CASTRO Araceli,MEX,,,Athletics,1996,,Mexico,484,CASTRO Araceli - MEX
Women,Discus Throw F41,Bronze,ROSALES MONTIEL Catalina,MEX,,,Athletics,1996,,Mexico,484,ROSALES MONTIEL Catalina - MEX
Women,Discus Throw F42-44/46,Gold,BARRETT Jennifer,USA,,,Athletics,1996,,United States of America,840,BARRETT Jennifer - USA
Women,Discus Throw F42-44/46,Silver,WU Hong Ping,CHN,,,Athletics,1996,,China,156,WU Hong Ping - CHN
Women,Discus Throw F42-44/46,Bronze,JAENICKE Britta,DEU,,,Athletics,1996,,Germany,276,JAENICKE Britta - DEU
Women,Discus Throw F53-54,Gold,BUGGENHAGEN Marianne,DEU,,,Athletics,1996,,Germany,276,BUGGENHAGEN Marianne - DEU
Women,Discus Throw F53-54,Silver,SCHWANGER Laura,USA,,,Athletics,1996,,United States of America,840,SCHWANGER Laura - USA
Women,Discus Throw F53-54,Bronze,WILLING Martina,DEU,,,Athletics,1996,,Germany,276,WILLING Martina - DEU
Women,Discus Throw F55-57,Gold,FELEIFAL Karima,EGY,,,Athletics,1996,,Egypt,818,FELEIFAL Karima - EGY
Women,Discus Throw F55-57,Silver,OMAR Mervat,EGY,,,Athletics,1996,,Egypt,818,OMAR Mervat - EGY
Women,Discus Throw F55-57,Bronze,GUIMARAES Suely,BRA,,,Athletics,1996,,Brazil,76,GUIMARAES Suely - BRA
Women,Javelin F10-11,Gold,VAN BRUSSEL Marianne,BEL,,,Athletics,1996,,Belgium,56,VAN BRUSSEL Marianne - BEL
Women,Javelin F10-11,Silver,BELISER Liiudys,CUB,,,Athletics,1996,,Cuba,192,BELISER Liiudys - CUB
Women,Javelin F10-11,Bronze,SKORABAHATAYA Yadviha,BLR,,,Athletics,1996,,Belarus,112,SKORABAHATAYA Yadviha - BLR
Women,Javelin F42-44/46,Gold,SCHERNEY Andrea,AUT,,,Athletics,1996,,Austria,40,SCHERNEY Andrea - AUT
Women,Javelin F42-44/46,Silver,MEZINOVA Tatiana,RUS,,,Athletics,1996,,Russian Federation,643,MEZINOVA Tatiana - RUS
Women,Javelin F42-44/46,Bronze,KLETSKOVA Natalia,RUS,,,Athletics,1996,,Russian Federation,643,KLETSKOVA Natalia - RUS
Women,Javelin F53-54,Gold,WILLING Martina,DEU,,,Athletics,1996,,Germany,276,WILLING Martina - DEU
Women,Javelin F53-54,Silver,SCHWANGER Laura,USA,,,Athletics,1996,,United States of America,840,SCHWANGER Laura - USA
Women,Javelin F53-54,Bronze,BUGGENHAGEN Marianne,DEU,,,Athletics,1996,,Germany,276,BUGGENHAGEN Marianne - DEU
Women,Javelin F55-57,Gold,ABDIN Zakia,EGY,,,Athletics,1996,,Egypt,818,ABDIN Zakia - EGY
Women,Javelin F55-57,Silver,NAKHUMICHA Mary,KEN,,,Athletics,1996,,Kenya,404,NAKHUMICHA Mary - KEN
Women,Javelin F55-57,Bronze,GRANT Sylvia,JAM,,,Athletics,1996,,Jamaica,388,GRANT Sylvia - JAM
Women,Pentathlon P10-12,Gold,RUNYAN Marla,USA,,,Athletics,1996,,United States of America,840,RUNYAN Marla - USA
Women,Pentathlon P10-12,Silver,TCHOURKINA Olga,RUS,,,Athletics,1996,,Russian Federation,643,TCHOURKINA Olga - RUS
Women,Pentathlon P10-12,Bronze,SILM Helena,EST,,,Athletics,1996,,Estonia,233,SILM Helena - EST
Men,4x100 m T10-12,Gold,NUNEZ Jorge,ESP,Spain,1.0,Athletics,1996,,Spain,724,NUNEZ Jorge - ESP
Men,4x100 m T10-12,Gold,PRIETO Juan Antonio,ESP,Spain,2.0,Athletics,1996,,Spain,724,PRIETO Juan Antonio - ESP
Men,4x100 m T10-12,Gold,REQUENA Julio,ESP,Spain,3.0,Athletics,1996,,Spain,724,REQUENA Julio - ESP
Men,4x100 m T10-12,Gold,SANCHEZ-GUIJO Enrique,ESP,Spain,4.0,Athletics,1996,,Spain,724,SANCHEZ-GUIJO Enrique - ESP
Men,4x100 m T10-12,Silver,FRANZKA Gerd,DEU,Germany,1.0,Athletics,1996,,Germany,276,FRANZKA Gerd - DEU
Men,4x100 m T10-12,Silver,GEFFERS Holger,DEU,Germany,2.0,Athletics,1996,,Germany,276,GEFFERS Holger - DEU
Men,4x100 m T10-12,Silver,GEFFERS Ingo,DEU,Germany,3.0,Athletics,1996,,Germany,276,GEFFERS Ingo - DEU
Men,4x100 m T10-12,Silver,TRIPPEN-HILGERS Joerg,DEU,Germany,4.0,Athletics,1996,,Germany,276,TRIPPEN-HILGERS Joerg - DEU
Men,4x100 m T10-12,Bronze,ASBURY Andre,USA,United States of America,1.0,Athletics,1996,,United States of America,840,ASBURY Andre - USA
Men,4x100 m T10-12,Bronze,CAMPBELL Marvin,USA,United States of America,2.0,Athletics,1996,,United States of America,840,CAMPBELL Marvin - USA
Men,4x100 m T10-12,Bronze,HAYNES Winford,USA,United States of America,3.0,Athletics,1996,,United States of America,840,HAYNES Winford - USA
Men,4x100 m T10-12,Bronze,LEWIS Arthur,USA,United States of America,4.0,Athletics,1996,,United States of America,840,LEWIS Arthur - USA
Men,4x100 m T34-37,Gold,SO Wa Wai,HKG,Hong Kong,1.0,Athletics,1996,,Hong Kong,344,SO Wa Wai - HKG
Men,4x100 m T34-37,Gold,CHAN Shing Chung,HKG,Hong Kong,2.0,Athletics,1996,,Hong Kong,344,CHAN Shing Chung - HKG
Men,4x100 m T34-37,Gold,CHAO Kwok Pang,HKG,Hong Kong,3.0,Athletics,1996,,Hong Kong,344,CHAO Kwok Pang - HKG
Men,4x100 m T34-37,Gold,CHEUNG Yiu Cheung,HKG,Hong Kong,4.0,Athletics,1996,,Hong Kong,344,CHEUNG Yiu Cheung - HKG
Men,4x100 m T34-37,Silver,BLANKENSHIP Ryan,USA,United States of America,1.0,Athletics,1996,,United States of America,840,BLANKENSHIP Ryan - USA
Men,4x100 m T34-37,Silver,REGISTER Freeman,USA,United States of America,2.0,Athletics,1996,,United States of America,840,REGISTER Freeman - USA
Men,4x100 m T34-37,Silver,SCOTT Lincoln,USA,United States of America,3.0,Athletics,1996,,United States of America,840,SCOTT Lincoln - USA
Men,4x100 m T34-37,Silver,TERCEY Jason,USA,United States of America,4.0,Athletics,1996,,United States of America,840,TERCEY Jason - USA
Men,4x100 m T34-37,Bronze,PAYTON Stephen,GBR,Great Britain,1.0,Athletics,1996,,United Kingdom of Great Britain and Northern Ireland,826,PAYTON Stephen - GBR
Men,4x100 m T34-37,Bronze,COLLINS Richard,GBR,Great Britain,2.0,Athletics,1996,,United Kingdom of Great Britain and Northern Ireland,826,COLLINS Richard - GBR
Men,4x100 m T34-37,Bronze,NEWTON Mark,GBR,Great Britain,3.0,Athletics,1996,,United Kingdom of Great Britain and Northern Ireland,826,NEWTON Mark - GBR
Men,4x100 m T34-37,Bronze,ROBERTSON Gordon,GBR,Great Britain,4.0,Athletics,1996,,United Kingdom of Great Britain and Northern Ireland,826,ROBERTSON Gordon - GBR
Men,4x100 m T42-46,Gold,EVANS David,AUS,Australia,1.0,Athletics,1996,,Australia,36,EVANS David - AUS
Men,4x100 m T42-46,Gold,FULLER Neil,AUS,Australia,2.0,Athletics,1996,,Australia,36,FULLER Neil - AUS
Men,4x100 m T42-46,Gold,MATTHEWS Tim,AUS,Australia,3.0,Athletics,1996,,Australia,36,MATTHEWS Tim - AUS
Men,4x100 m T42-46,Gold,THOMAS Bradley,AUS,Australia,4.0,Athletics,1996,,Australia,36,THOMAS Bradley - AUS
Men,4x100 m T42-46,Silver,FELSER Klaus,AUT,Austria,1.0,Athletics,1996,,Austria,40,FELSER Klaus - AUT
Men,4x100 m T42-46,Silver,HARTL Manfred,AUT,Austria,2.0,Athletics,1996,,Austria,40,HARTL Manfred - AUT
Men,4x100 m T42-46,Silver,KRAMER Andreas,AUT,Austria,3.0,Athletics,1996,,Austria,40,KRAMER Andreas - AUT
Men,4x100 m T42-46,Silver,REIGER Sven,AUT,Austria,4.0,Athletics,1996,,Austria,40,REIGER Sven - AUT
Men,4x100 m T42-46,Bronze,BOURGEOIS Thomas,USA,United States of America,1.0,Athletics,1996,,United States of America,840,BOURGEOIS Thomas - USA
Men,4x100 m T42-46,Bronze,BULOW Matthew,USA,United States of America,2.0,Athletics,1996,,United States of America,840,BULOW Matthew - USA
Men,4x100 m T42-46,Bronze,COLLIER Douglas,USA,United States of America,3.0,Athletics,1996,,United States of America,840,COLLIER Douglas - USA
Men,4x100 m T42-46,Bronze,OEHLER Dennis,USA,United States of America,4.0,Athletics,1996,,United States of America,840,OEHLER Dennis - USA
Men,4x100 m T52-53,Gold,,DEU,Germany,1.0,Athletics,1996,,Germany,276,
Men,4x400 m T10-12,Gold,PRIETO Juan Antonio,ESP,Spain,1.0,Athletics,1996,,Spain,724,PRIETO Juan Antonio - ESP
